"","id2","totalPop17","age65_17","ageMed_17","totalPop12","percage65_12","ageMed_12","age65_12","totalChange","age65Change","percentChange","age65ChangeZ","percentChangeZ","age65_index"
"1","01001",55036,7843,37.8,54590,12.3,37,6715,446,1128,16.8,-0.16,0.28,0.104
"2","01003",203360,38687,42.6,183226,16.9,41.2,30965,20134,7722,24.94,0.79,0.94,0.88
"3","01005",26201,4571,39.7,27469,14.6,38.2,4010,-1268,561,13.99,-0.24,0.04,-0.072
"4","01007",22580,3402,39.8,22769,12.9,39.4,2937,-189,465,15.83,-0.26,0.2,0.016
"5","01009",57667,10008,40.9,57466,14.9,39.1,8562,201,1446,16.89,-0.12,0.28,0.12
"6","01011",10478,1590,40.8,10779,13.9,40.7,1498,-301,92,6.14,-0.31,-0.6,-0.484
"7","01013",20126,3731,40.7,20730,16.8,40.3,3483,-604,248,7.12,-0.29,-0.52,-0.428
"8","01015",115527,19005,39.1,117834,14.6,38.7,17204,-2307,1801,10.47,-0.06,-0.24,-0.168
"9","01017",33895,6300,43,34228,16.8,41.4,5750,-333,550,9.57,-0.25,-0.32,-0.292
"10","01019",25855,5422,46.1,25917,18.1,44.3,4691,-62,731,15.58,-0.22,0.18,0.02
"11","01021",43805,6790,38.9,43611,13.7,37.6,5975,194,815,13.64,-0.21,0.02,-0.072
"12","01023",13188,2836,45.8,13838,18.6,44,2574,-650,262,10.18,-0.29,-0.27,-0.278
"13","01025",24625,4544,42.2,25768,16.1,39.9,4149,-1143,395,9.52,-0.27,-0.32,-0.3
"14","01027",13407,2608,43.8,13828,17.8,41.7,2461,-421,147,5.97,-0.3,-0.61,-0.486
"15","01029",14939,2760,41.7,14905,16.2,41.2,2415,34,345,14.29,-0.28,0.07,-0.07
"16","01031",51073,8152,39.3,49966,14.6,37.8,7295,1107,857,11.75,-0.2,-0.14,-0.164
"17","01033",54435,10290,42.5,54451,17.4,41.7,9474,-16,816,8.61,-0.21,-0.4,-0.324
"18","01035",12649,2664,44.5,13188,18.3,43.3,2413,-539,251,10.4,-0.29,-0.25,-0.266
"19","01037",10955,2304,45.9,11305,17.1,44.4,1933,-350,371,19.19,-0.27,0.47,0.174
"20","01039",37519,7613,43.4,37803,18.8,42.5,7107,-284,506,7.12,-0.25,-0.52,-0.412
"21","01041",13866,2487,41.4,13971,15.9,40.3,2221,-105,266,11.98,-0.29,-0.12,-0.188
"22","01043",81703,14508,40.6,80403,16.1,40.1,12945,1300,1563,12.07,-0.1,-0.11,-0.106
"23","01045",49393,7798,37.1,50129,13.7,36,6868,-736,930,13.54,-0.19,0.01,-0.07
"24","01047",40755,6627,39.3,43572,14.1,37.3,6144,-2817,483,7.86,-0.26,-0.46,-0.38
"25","01049",71194,11415,39,70949,14,37.9,9933,245,1482,14.92,-0.11,0.12,0.028
"26","01051",80989,11420,38.5,79330,12,37.7,9520,1659,1900,19.96,-0.05,0.53,0.298
"27","01053",37621,6413,39.6,38122,15.1,38.7,5756,-501,657,11.41,-0.23,-0.17,-0.194
"28","01055",103132,18407,40.9,104317,15.9,40.2,16586,-1185,1821,10.98,-0.06,-0.2,-0.144
"29","01057",16657,3339,43.6,17219,18.2,43.1,3134,-562,205,6.54,-0.3,-0.57,-0.462
"30","01059",31507,5139,37.7,31664,14.9,38.3,4718,-157,421,8.92,-0.26,-0.37,-0.326
"31","01061",26572,5059,42.7,26769,17.6,42.2,4711,-197,348,7.39,-0.28,-0.5,-0.412
"32","01063",8533,1653,42,9067,16.1,41.4,1460,-534,193,13.22,-0.3,-0.02,-0.132
"33","01065",14995,2710,39.8,15750,15.2,40.4,2394,-755,316,13.2,-0.28,-0.02,-0.124
"34","01067",17110,3588,43.5,17275,18.1,42.9,3127,-165,461,14.74,-0.26,0.11,-0.038
"35","01069",104108,17203,39.6,101459,14.5,38.3,14712,2649,2491,16.93,0.04,0.29,0.19
"36","01071",52326,9808,43,53279,16.5,41.4,8791,-953,1017,11.57,-0.18,-0.15,-0.162
"37","01073",659460,96497,37.6,658464,13.2,37,86917,996,9580,11.02,1.06,-0.2,0.304
"38","01075",14021,2889,44.5,14513,18.8,42.6,2728,-492,161,5.9,-0.3,-0.62,-0.492
"39","01077",92590,17483,41.5,92528,16.9,40.4,15637,62,1846,11.81,-0.06,-0.13,-0.102
"40","01079",33288,5607,42,34148,14.4,41,4917,-860,690,14.03,-0.23,0.05,-0.062
"41","01081",156597,16836,31,140938,9.1,29.6,12825,15659,4011,31.27,0.26,1.46,0.98
"42","01083",91695,13135,39.1,83313,12.4,38.7,10331,8382,2804,27.14,0.08,1.12,0.704
"43","01085",10362,1801,40.7,11304,14.7,40.7,1662,-942,139,8.36,-0.31,-0.42,-0.376
"44","01087",19358,3440,38,21214,14.3,36.6,3034,-1856,406,13.38,-0.27,0,-0.108
"45","01089",353213,49381,38.2,334661,12.3,37.3,41163,18552,8218,19.96,0.86,0.53,0.662
"46","01091",19743,3688,42.1,20909,17,41.1,3555,-1166,133,3.74,-0.31,-0.79,-0.598
"47","01093",30058,6141,44.1,30641,18.7,43.2,5730,-583,411,7.17,-0.27,-0.51,-0.414
"48","01095",94738,15694,38.8,93070,14.9,38.1,13867,1668,1827,13.18,-0.06,-0.02,-0.036
"49","01097",414328,61878,37.3,412297,13,36.6,53599,2031,8279,15.45,0.87,0.16,0.444
"50","01099",21745,4048,41.7,22993,15.7,40,3610,-1248,438,12.13,-0.26,-0.11,-0.17
"51","01101",227120,31204,35.9,229376,12,34.7,27525,-2256,3679,13.37,0.21,-0.01,0.078
"52","01103",119157,19376,40.1,119330,14.2,38.7,16945,-173,2431,14.35,0.03,0.07,0.054
"53","01105",9680,1791,37.6,10525,16.8,37,1768,-845,23,1.3,-0.32,-0.99,-0.722
"54","01107",20170,3642,42.1,19646,17,41.4,3340,524,302,9.04,-0.28,-0.36,-0.328
"55","01109",33287,4744,31.4,32750,12.8,31.3,4192,537,552,13.17,-0.25,-0.02,-0.112
"56","01111",22530,4429,42.7,22843,17.5,40.7,3998,-313,431,10.78,-0.26,-0.22,-0.236
"57","01113",58480,7587,35.3,53938,12.6,35.6,6796,4542,791,11.64,-0.21,-0.15,-0.174
"58","01115",86937,13476,40.1,83530,13.3,38.8,11109,3407,2367,21.31,0.02,0.64,0.392
"59","01117",208721,28571,38.5,195237,10.8,36.9,21086,13484,7485,35.5,0.76,1.81,1.39
"60","01119",13084,2151,35.9,13669,15,37.1,2050,-585,101,4.93,-0.31,-0.7,-0.544
"61","01121",80888,13381,40.6,82194,14.2,39.4,11672,-1306,1709,14.64,-0.08,0.1,0.028
"62","01123",40756,8100,43.3,41534,17.5,41.8,7268,-778,832,11.45,-0.21,-0.16,-0.18
"63","01125",204424,24738,32.3,194254,10.9,31.4,21174,10170,3564,16.83,0.19,0.28,0.244
"64","01127",64927,11854,42.3,67016,16.4,41.5,10991,-2089,863,7.85,-0.2,-0.46,-0.356
"65","01129",16746,2893,43.5,17407,14.8,39.5,2576,-661,317,12.31,-0.28,-0.09,-0.166
"66","01131",10919,1945,40.5,11706,15.2,38.8,1779,-787,166,9.33,-0.3,-0.34,-0.324
"67","01133",23968,4938,44.6,24432,18,43.1,4398,-464,540,12.28,-0.25,-0.1,-0.16
"68","02013",3338,274,42.7,3114,3.8,40.7,118,224,156,132.2,-0.3,9.73,5.718
"69","02016",5784,319,37.7,5507,5.6,39.1,308,277,11,3.57,-0.32,-0.81,-0.614
"70","02020",298225,28148,33.1,291470,7.5,32.9,21860,6755,6288,28.76,0.58,1.26,0.988
"71","02050",17957,1267,26.9,17184,5.9,26.1,1014,773,253,24.95,-0.29,0.94,0.448
"72","02060",917,89,41.8,929,9.5,42.7,88,-12,1,1.14,-0.33,-1.01,-0.738
"73","02068",2303,174,38.4,1917,5.9,41.4,113,386,61,53.98,-0.32,3.32,1.864
"74","02070",4974,402,30.1,4887,7.5,28.6,367,87,35,9.54,-0.32,-0.32,-0.32
"75","02090",100031,8659,31,97523,6.5,30.7,6339,2508,2320,36.6,0.01,1.9,1.144
"76","02100",2537,570,45,2500,13.9,42.9,348,37,222,63.79,-0.29,4.13,2.362
"77","02105",2146,408,48.9,2153,15,48.3,323,-7,85,26.32,-0.31,1.06,0.512
"78","02110",32434,3679,38,31636,8.3,37.8,2626,798,1053,40.1,-0.17,2.18,1.24
"79","02122",57961,8577,40.6,55474,11.3,40.9,6269,2487,2308,36.82,0.01,1.92,1.156
"80","02130",13745,1861,39.5,13525,9.8,38.4,1325,220,536,40.45,-0.25,2.21,1.226
"81","02150",13773,1207,33.1,13710,6.9,31.5,946,63,261,27.59,-0.29,1.16,0.58
"82","02158",8129,439,24,,,,,,,,,,
"83","02164",1301,98,32.3,1551,6.8,28.7,105,-250,-7,-6.67,-0.33,-1.65,-1.122
"84","02170",101135,10218,34.9,89319,8,34.8,7146,11816,3072,42.99,0.12,2.42,1.5
"85","02180",9869,719,27.9,9580,6.3,28,604,289,115,19.04,-0.31,0.46,0.152
"86","02185",9757,595,34.6,9317,4.3,34.2,401,440,194,48.38,-0.3,2.86,1.596
"87","02188",7715,559,26.6,7601,6.2,25.7,471,114,88,18.68,-0.31,0.43,0.134
"88","02195",3275,548,41.7,3822,10.3,42.2,394,-547,154,39.09,-0.3,2.1,1.14
"89","02198",6473,895,41,5603,10,39,560,870,335,59.82,-0.28,3.8,2.168
"90","02220",8810,1225,38.9,8909,11,38.8,980,-99,245,25,-0.29,0.95,0.454
"91","02230",1038,117,42.9,1050,8.8,46.7,92,-12,25,27.17,-0.32,1.12,0.544
"92","02240",6889,840,36.6,7039,9.2,36.3,648,-150,192,29.63,-0.3,1.33,0.678
"93","02261",9439,1118,40,9614,8.4,39.6,808,-175,310,38.37,-0.28,2.04,1.112
"94","02275",2475,555,49.1,2368,20.4,50.8,483,107,72,14.91,-0.32,0.12,-0.056
"95","02282",682,95,39.4,644,8.7,39.1,56,38,39,69.64,-0.32,4.6,2.632
"96","02290",5453,685,34.7,5637,10.8,35.6,609,-184,76,12.48,-0.31,-0.08,-0.172
"97","04001",71602,9887,34.2,71618,11.8,32.1,8451,-16,1436,16.99,-0.12,0.29,0.126
"98","04003",126516,25825,40.5,131118,17.4,39.9,22815,-4602,3010,13.19,0.11,-0.02,0.032
"99","04005",138639,15433,30.6,134011,9.1,30.9,12195,4628,3238,26.55,0.14,1.07,0.698
"100","04007",53145,14355,49.3,53436,23.3,47.8,12451,-291,1904,15.29,-0.05,0.15,0.07
"101","04009",37700,4849,33.1,37115,11.6,31.8,4305,585,544,12.64,-0.25,-0.07,-0.142
"102","04011",9368,1106,33.4,8592,11.8,33.7,1014,776,92,9.07,-0.31,-0.36,-0.34
"103","04012",20477,7639,56,20460,33.2,54.1,6793,17,846,12.45,-0.2,-0.08,-0.128
"104","04013",4155501,586644,36,3841819,12.2,34.6,468702,313682,117942,25.16,16.75,0.96,7.276
"105","04015",204691,57356,50.4,201216,23.3,47.4,46883,3475,10473,22.34,1.19,0.73,0.914
"106","04017",107902,17550,35.9,107415,13.4,34.8,14394,487,3156,21.93,0.13,0.7,0.472
"107","04019",1007257,182720,38.2,981048,15.6,37.7,153043,26209,29677,19.39,3.97,0.49,1.882
"108","04021",405537,75576,38.5,368374,14.4,35.8,53046,37163,22530,42.47,2.94,2.38,2.604
"109","04023",46358,7572,36.6,47057,13.5,35.5,6353,-699,1219,19.19,-0.15,0.47,0.222
"110","04025",220972,63907,52.2,211280,24.3,49.3,51341,9692,12566,24.48,1.49,0.9,1.136
"111","04027",204281,35943,34.1,196420,16,33.6,31427,7861,4516,14.37,0.33,0.08,0.18
"112","05001",18352,3321,40.9,19029,16.6,41.5,3159,-677,162,5.13,-0.3,-0.68,-0.528
"113","05003",20771,3878,41.8,21811,16.3,39.5,3555,-1040,323,9.09,-0.28,-0.36,-0.328
"114","05005",41093,12528,51.8,41387,28.1,50.8,11630,-294,898,7.72,-0.2,-0.47,-0.362
"115","05007",251823,32666,35.2,222028,12.2,34.5,27087,29795,5579,20.6,0.48,0.59,0.546
"116","05009",37212,7350,42.2,37032,18.3,41.4,6777,180,573,8.46,-0.24,-0.41,-0.342
"117","05011",10994,2018,40.6,11510,17.3,40.2,1991,-516,27,1.36,-0.32,-0.99,-0.722
"118","05013",5194,1092,45.2,5373,17.8,42.4,956,-179,136,14.23,-0.31,0.06,-0.088
"119","05015",27782,5980,44.6,27321,18.9,44.2,5164,461,816,15.8,-0.21,0.19,0.03
"120","05017",11008,2117,43.3,11759,18.2,42.5,2140,-751,-23,-1.07,-0.33,-1.19,-0.846
"121","05019",22495,3507,33.8,23050,15,33.6,3458,-555,49,1.42,-0.32,-0.98,-0.716
"122","05021",15190,3172,43.4,15981,20.1,42.9,3212,-791,-40,-1.25,-0.33,-1.2,-0.852
"123","05023",25361,6596,48.9,25849,23.7,46.4,6126,-488,470,7.67,-0.26,-0.47,-0.386
"124","05025",8332,1626,42.6,8685,16,40.2,1390,-353,236,16.98,-0.29,0.29,0.058
"125","05027",23992,3976,36.2,24644,15.9,36.1,3918,-652,58,1.48,-0.32,-0.98,-0.716
"126","05029",20954,3875,41.2,21203,17.2,40.4,3647,-249,228,6.25,-0.29,-0.59,-0.47
"127","05031",104246,13679,34,96709,12,33.1,11605,7537,2074,17.87,-0.03,0.36,0.204
"128","05033",62119,9707,38.7,61670,13.5,38,8325,449,1382,16.6,-0.13,0.26,0.104
"129","05035",49278,6302,35,50618,10.9,33.8,5517,-1340,785,14.23,-0.21,0.06,-0.048
"130","05037",17164,3025,40.7,17891,15.5,39.4,2773,-727,252,9.09,-0.29,-0.36,-0.332
"131","05039",7585,1560,43.7,8122,18.3,42.9,1486,-537,74,4.98,-0.31,-0.69,-0.538
"132","05041",12094,2125,40.2,12922,15.6,39.1,2016,-828,109,5.41,-0.31,-0.66,-0.52
"133","05043",18620,3051,36.5,18615,14.7,37.5,2736,5,315,11.51,-0.28,-0.16,-0.208
"134","05045",121282,13976,32.3,113730,10.1,31.4,11487,7552,2489,21.67,0.03,0.67,0.414
"135","05047",17803,3336,41.4,18110,16.9,40.8,3061,-307,275,8.98,-0.29,-0.37,-0.338
"136","05049",12092,3026,48.1,12301,23.2,46.9,2854,-209,172,6.03,-0.3,-0.61,-0.486
"137","05051",97994,22167,44.7,96249,20.7,44.2,19924,1745,2243,11.26,0,-0.18,-0.108
"138","05053",18076,3076,39.9,17852,14.4,39.4,2571,224,505,19.64,-0.25,0.51,0.206
"139","05055",44197,6768,37.7,42224,14.2,37.8,5996,1973,772,12.88,-0.21,-0.05,-0.114
"140","05057",22154,3799,38.9,22548,15.1,38.6,3405,-394,394,11.57,-0.27,-0.15,-0.198
"141","05059",33480,6037,41.7,33011,15.7,39.6,5183,469,854,16.48,-0.2,0.25,0.07
"142","05061",13472,2295,38.5,13790,15.1,37.1,2082,-318,213,10.23,-0.29,-0.26,-0.272
"143","05063",37097,6275,39.8,36572,15.7,38,5742,525,533,9.28,-0.25,-0.34,-0.304
"144","05065",13521,3352,48,13614,23.5,47.3,3199,-93,153,4.78,-0.3,-0.71,-0.546
"145","05067",17429,2848,40.5,17885,15.9,40.9,2844,-456,4,0.14,-0.33,-1.09,-0.786
"146","05069",71373,11357,39,76836,13.4,37.2,10296,-5463,1061,10.3,-0.17,-0.26,-0.224
"147","05071",26155,4129,37.8,25554,14.9,37.6,3808,601,321,8.43,-0.28,-0.41,-0.358
"148","05073",7051,1569,45.8,7618,19.6,42.9,1493,-567,76,5.09,-0.31,-0.68,-0.532
"149","05075",16777,3238,42,17314,18.2,39.8,3151,-537,87,2.76,-0.31,-0.88,-0.652
"150","05077",9614,1710,41.9,10430,15.3,39.8,1596,-816,114,7.14,-0.31,-0.52,-0.436
"151","05079",13885,1979,38.6,14167,12.4,37.7,1757,-282,222,12.64,-0.29,-0.07,-0.158
"152","05081",12494,2487,42.5,13068,16.3,41.1,2130,-574,357,16.76,-0.27,0.27,0.054
"153","05083",21802,4103,42.2,22352,18,41.7,4023,-550,80,1.99,-0.31,-0.94,-0.688
"154","05085",71568,9068,35.8,68274,11.3,35.5,7715,3294,1353,17.54,-0.13,0.34,0.152
"155","05087",15907,2895,42.5,15674,15.3,40.4,2398,233,497,20.73,-0.25,0.6,0.26
"156","05089",16374,4423,51.8,16712,24.2,50.2,4044,-338,379,9.37,-0.27,-0.33,-0.306
"157","05091",43760,6879,38.5,43449,13.7,37.5,5953,311,926,15.56,-0.19,0.17,0.026
"158","05093",43534,6007,36.1,46388,12.3,34.6,5706,-2854,301,5.28,-0.28,-0.67,-0.514
"159","05095",7420,1634,46.1,8145,19.1,43.5,1556,-725,78,5.01,-0.31,-0.69,-0.538
"160","05097",9059,2335,50,9453,22.5,46.4,2127,-394,208,9.78,-0.3,-0.3,-0.3
"161","05099",8528,1661,43.8,9003,18.1,39.6,1630,-475,31,1.9,-0.32,-0.95,-0.698
"162","05101",7898,1887,48.8,8286,20.7,46.6,1715,-388,172,10.03,-0.3,-0.28,-0.288
"163","05103",24378,4531,42.8,25894,17.1,42.6,4428,-1516,103,2.33,-0.31,-0.91,-0.67
"164","05105",10320,1951,43.7,10413,17.3,42.1,1801,-93,150,8.33,-0.3,-0.42,-0.372
"165","05107",19518,3307,38.2,21646,15,37.3,3247,-2128,60,1.85,-0.32,-0.95,-0.698
"166","05109",10893,2102,41.8,11261,17.2,39.8,1937,-368,165,8.52,-0.3,-0.4,-0.36
"167","05111",24098,4148,39.7,24506,16.2,39.6,3970,-408,178,4.48,-0.3,-0.73,-0.558
"168","05113",20212,4372,43.8,20535,19.8,43.4,4066,-323,306,7.53,-0.28,-0.48,-0.4
"169","05115",63372,9342,34.9,61853,13.1,35.3,8103,1519,1239,15.29,-0.15,0.15,0.03
"170","05117",8309,1886,45.7,8659,19.8,44.6,1714,-350,172,10.04,-0.3,-0.28,-0.288
"171","05119",392848,54890,36.7,383185,12.1,36,46365,9663,8525,18.39,0.91,0.41,0.61
"172","05121",17514,3489,42.2,17992,18.6,41.3,3347,-478,142,4.24,-0.31,-0.75,-0.574
"173","05123",26688,3897,38.4,28089,12.2,36.9,3427,-1401,470,13.71,-0.26,0.02,-0.092
"174","05125",116252,19508,39,107498,15.3,38.7,16447,8754,3061,18.61,0.12,0.42,0.3
"175","05127",10584,2052,41.2,11170,17.9,41.4,1999,-586,53,2.65,-0.32,-0.88,-0.656
"176","05129",7925,1971,47.3,8146,21.6,47.1,1760,-221,211,11.99,-0.3,-0.12,-0.192
"177","05131",127362,18858,37.3,125795,13.1,36.6,16479,1567,2379,14.44,0.02,0.08,0.056
"178","05133",17206,2409,35,16978,12.5,33.9,2122,228,287,13.52,-0.28,0.01,-0.106
"179","05135",17041,4366,47.3,17278,23.8,46.4,4112,-237,254,6.18,-0.29,-0.59,-0.47
"180","05137",12443,3212,49.5,12480,22.5,46.9,2808,-37,404,14.39,-0.27,0.08,-0.06
"181","05139",40022,6714,39.7,41594,15.7,39.8,6530,-1572,184,2.82,-0.3,-0.87,-0.642
"182","05141",16751,4197,47.6,17223,22.9,46.5,3944,-472,253,6.41,-0.29,-0.58,-0.464
"183","05143",223683,24378,31.5,204057,9.8,31.1,19998,19626,4380,21.9,0.31,0.69,0.538
"184","05145",78706,12084,36.3,77007,14.2,36.1,10935,1699,1149,10.51,-0.16,-0.24,-0.208
"185","05147",6763,1463,45.3,7262,18.3,43.3,1329,-499,134,10.08,-0.31,-0.28,-0.292
"186","05149",21601,3573,39.7,22033,15.1,38.4,3327,-432,246,7.39,-0.29,-0.5,-0.416
"187","06001",1629615,208693,37.3,1515136,11.2,36.6,169695,114479,38998,22.98,5.32,0.78,2.596
"188","06003",1203,331,44.9,1197,12.3,43.2,147,6,184,125.17,-0.3,9.15,5.37
"189","06005",37306,9565,50.6,37764,20.8,48.4,7855,-458,1710,21.77,-0.08,0.68,0.376
"190","06007",225207,38949,36.9,220101,15.5,37.3,34116,5106,4833,14.17,0.37,0.06,0.184
"191","06009",45057,11585,51.6,45507,21.6,49.5,9830,-450,1755,17.85,-0.07,0.36,0.188
"192","06011",21479,2872,34.7,21329,11.9,33.9,2538,150,334,13.16,-0.28,-0.02,-0.124
"193","06013",1123678,163771,39.2,1052047,12.6,38.5,132558,71631,31213,23.55,4.19,0.83,2.174
"194","06015",27442,4357,38.7,28496,14.3,38.8,4075,-1054,282,6.92,-0.28,-0.53,-0.43
"195","06017",185015,34950,45.5,180441,14.8,43.5,26705,4574,8245,30.87,0.87,1.43,1.206
"196","06019",971616,110868,31.8,930517,10.1,30.7,93982,41099,16886,17.97,2.12,0.37,1.07
"197","06021",27935,4171,36.8,28078,13.2,36.5,3706,-143,465,12.55,-0.26,-0.07,-0.146
"198","06023",135490,21751,37.7,134317,13.3,37.5,17864,1173,3887,21.76,0.24,0.68,0.504
"199","06025",179957,21816,32.2,173487,10.6,31.8,18390,6470,3426,18.63,0.17,0.43,0.326
"200","06027",18195,3959,45.6,18474,19.1,45.7,3529,-279,430,12.18,-0.26,-0.1,-0.164
"201","06029",878744,89227,31.3,839153,9.1,30.7,76363,39591,12864,16.85,1.54,0.28,0.784
"202","06031",150183,14215,31.5,151982,8,31.2,12159,-1799,2056,16.91,-0.03,0.28,0.156
"203","06033",64095,13561,45.8,64360,17.7,44.8,11392,-265,2169,19.04,-0.01,0.46,0.272
"204","06035",31470,4001,36.2,34628,10.1,37.4,3497,-3158,504,14.41,-0.25,0.08,-0.052
"205","06037",10105722,1264984,36,9840024,11,34.8,1082403,265698,182581,16.87,26.11,0.28,10.612
"206","06039",154440,20191,33.7,150615,11.6,33.2,17471,3825,2720,15.57,0.07,0.17,0.13
"207","06041",260814,52965,46.1,252759,16.9,44.6,42716,8055,10249,23.99,1.16,0.86,0.98
"208","06043",17658,4598,51.1,18193,21.2,49.4,3857,-535,741,19.21,-0.22,0.47,0.194
"209","06045",87497,17221,42.4,87577,16,41.7,14012,-80,3209,22.9,0.14,0.77,0.518
"210","06047",267390,28611,30.8,256398,9.5,29.7,24358,10992,4253,17.46,0.29,0.33,0.314
"211","06049",9017,2214,47.8,9545,20.2,46.8,1928,-528,286,14.83,-0.28,0.11,-0.046
"212","06051",14058,1921,38.3,14181,9.6,37.1,1361,-123,560,41.15,-0.24,2.27,1.266
"213","06053",433168,53745,33.9,416199,10.8,32.9,44949,16969,8796,19.57,0.95,0.5,0.68
"214","06055",141005,24521,40.8,136644,15.3,39.6,20907,4361,3614,17.29,0.2,0.32,0.272
"215","06057",98838,24126,49.8,98521,19.7,48,19409,317,4717,24.3,0.36,0.89,0.678
"216","06059",3155816,426445,37.5,3021840,11.7,36.2,353555,133976,72890,20.62,10.23,0.59,4.446
"217","06061",374985,68244,41.6,350074,15.6,40.2,54612,24911,13632,24.96,1.65,0.94,1.224
"218","06063",18724,4824,52.1,19926,21.4,49.4,4264,-1202,560,13.13,-0.24,-0.03,-0.114
"219","06065",2355002,316979,35,2192982,11.9,33.7,260965,162020,56014,21.46,7.79,0.66,3.512
"220","06067",1495400,194729,35.9,1422348,11.3,34.9,160725,73052,34004,21.16,4.6,0.63,2.218
"221","06069",58671,6890,35.4,55467,10,34.1,5547,3204,1343,24.21,-0.13,0.88,0.476
"222","06071",2121220,225174,32.9,2041029,9,31.7,183693,80191,41481,22.58,5.68,0.75,2.722
"223","06073",3283665,425217,35.4,3100500,11.5,34.7,356558,183165,68659,19.26,9.62,0.48,4.136
"224","06075",864263,128384,38.3,807755,13.7,38.5,110662,56508,17722,16.01,2.24,0.21,1.022
"225","06077",724153,86538,33.9,687036,10.5,32.6,72139,37117,14399,19.96,1.76,0.53,1.022
"226","06079",280119,50662,39,270121,15.4,39.3,41599,9998,9063,21.79,0.99,0.68,0.804
"227","06081",763450,115064,39.6,721183,13.5,39.3,97360,42267,17704,18.18,2.24,0.39,1.13
"228","06083",442996,63210,33.7,423594,13,33.6,55067,19402,8143,14.79,0.85,0.11,0.406
"229","06085",1911226,239965,37,1788393,11.1,36.2,198512,122833,41453,20.88,5.68,0.61,2.638
"230","06087",273263,38885,37.3,262340,11.3,36.9,29644,10923,9241,31.17,1.01,1.45,1.274
"231","06089",178919,34728,41.8,177693,17.1,41.9,30386,1226,4342,14.29,0.3,0.07,0.162
"232","06091",2885,763,55,3163,21.8,51.6,690,-278,73,10.58,-0.32,-0.23,-0.266
"233","06093",43530,10180,47.9,44673,20,47,8935,-1143,1245,13.93,-0.15,0.04,-0.036
"234","06095",434981,61554,37.7,414209,11.5,37,47634,20772,13920,29.22,1.69,1.29,1.45
"235","06097",500943,87139,41.4,483456,14.1,39.8,68167,17487,18972,27.83,2.42,1.18,1.676
"236","06099",535684,65844,33.9,515115,10.8,32.8,55632,20569,10212,18.36,1.15,0.4,0.7
"237","06101",95583,13957,35.7,94615,12.8,34.5,12111,968,1846,15.24,-0.06,0.15,0.066
"238","06103",63247,11708,41.1,63200,16.1,39.6,10175,47,1533,15.07,-0.1,0.13,0.038
"239","06105",13037,3330,51.4,13693,20,49.2,2739,-656,591,21.58,-0.24,0.67,0.306
"240","06107",458809,48912,30.6,441877,9.5,29.7,41978,16932,6934,16.52,0.68,0.25,0.422
"241","06109",53899,12974,48.6,55205,20.7,48,11427,-1306,1547,13.54,-0.1,0.01,-0.034
"242","06111",847834,119246,37.5,822794,11.9,36.4,97912,25040,21334,21.79,2.76,0.68,1.512
"243","06113",212605,24477,30.9,200873,10,30.5,20087,11732,4390,21.85,0.31,0.69,0.538
"244","06115",74644,8687,32.4,72244,10.1,31.9,7297,2400,1390,19.05,-0.12,0.46,0.228
"245","08001",487850,46883,33.4,442996,8.5,32.4,37655,44854,9228,24.51,1.01,0.91,0.95
"246","08003",16345,2041,30.3,15750,11.4,32.2,1796,595,245,13.64,-0.29,0.02,-0.104
"247","08005",626612,75175,36.4,574357,10.3,35.7,59159,52255,16016,27.07,1.99,1.12,1.468
"248","08007",12592,2929,49.8,12109,17.2,47.5,2083,483,846,40.61,-0.2,2.23,1.258
"249","08009",3581,902,47.6,3783,24.6,47.8,931,-202,-29,-3.11,-0.33,-1.36,-0.948
"250","08011",5806,981,40.4,6192,14.1,40.6,873,-386,108,12.37,-0.31,-0.09,-0.178
"251","08013",316782,39969,36.2,297218,10.1,35.6,30019,19564,9950,33.15,1.12,1.61,1.414
"252","08014",64283,8007,37.8,55913,9.8,36.5,5479,8370,2528,46.14,0.04,2.68,1.624
"253","08015",18818,4528,49.9,17879,20.4,47.3,3647,939,881,24.16,-0.2,0.88,0.448
"254","08017",2127,272,35.8,2095,18.4,41,385,32,-113,-29.35,-0.34,-3.51,-2.242
"255","08019",9257,1653,47.2,9059,12.6,45.8,1141,198,512,44.87,-0.25,2.57,1.442
"256","08021",8147,1429,38.2,8241,15.7,38.2,1294,-94,135,10.43,-0.31,-0.25,-0.274
"257","08023",3628,954,51,3556,23.5,47.4,836,72,118,14.11,-0.31,0.05,-0.094
"258","08025",5514,736,38.2,5747,10.9,39.4,626,-233,110,17.57,-0.31,0.34,0.08
"259","08027",4505,1508,58.2,4208,20.7,52.7,871,297,637,73.13,-0.23,4.89,2.842
"260","08029",30217,7253,47.8,30710,21.1,46.1,6480,-493,773,11.93,-0.21,-0.12,-0.156
"261","08031",678467,75959,34.4,604356,10.4,33.7,62853,74111,13106,20.85,1.57,0.61,0.994
"262","08033",1736,424,49.4,1806,23.8,46.5,430,-70,-6,-1.4,-0.33,-1.22,-0.864
"263","08035",320940,33245,38.1,286883,7.3,36.7,20942,34057,12303,58.75,1.46,3.71,2.81
"264","08037",53726,5045,36.5,51850,5.7,34.2,2955,1876,2090,70.73,-0.02,4.69,2.806
"265","08039",24553,3486,45.6,23058,9.9,43,2283,1495,1203,52.69,-0.15,3.22,1.872
"266","08041",674826,79487,34,622816,10.1,34.1,62904,52010,16583,26.36,2.08,1.06,1.468
