"","id2","totalPop17","age65_17","ageMed_17","totalPop12","percage65_12","ageMed_12","age65_12","totalChange","age65Change","percentChange","age65ChangeZ","percentChangeZ","age65_index"
"1889","36121",40886,6567,41.8,42092,14,40.7,5893,-1206,674,11.44,-0.23,-0.16,-0.188
"1890","36123",25083,4763,41.7,25351,16.6,40.4,4208,-268,555,13.19,-0.25,-0.02,-0.112
"1891","37001",157844,25600,39.7,151170,14.8,38.5,22373,6674,3227,14.42,0.14,0.08,0.104
"1892","37003",37159,6973,42.8,37014,15.6,41.1,5774,145,1199,20.77,-0.15,0.6,0.3
"1893","37005",10935,2732,49.2,11069,21.4,46,2369,-134,363,15.32,-0.27,0.15,-0.018
"1894","37007",25531,4246,40.4,26699,14.4,39.5,3845,-1168,401,10.43,-0.27,-0.25,-0.258
"1895","37009",26833,6258,47.2,27099,20.3,45.4,5501,-266,757,13.76,-0.22,0.03,-0.07
"1896","37011",17535,3605,44.5,17815,17.7,42.2,3153,-280,452,14.34,-0.26,0.07,-0.062
"1897","37013",47316,10443,45.4,47542,18.6,44,8843,-226,1600,18.09,-0.09,0.38,0.192
"1898","37015",19913,4005,45,21035,17.6,43.1,3702,-1122,303,8.18,-0.28,-0.43,-0.37
"1899","37017",34130,6541,42.8,34922,15.8,41,5518,-792,1023,18.54,-0.18,0.42,0.18
"1900","37019",122586,34408,51.9,107925,21.7,47.6,23420,14661,10988,46.92,1.27,2.74,2.152
"1901","37021",252268,46462,41.9,239000,16.1,40.7,38479,13268,7983,20.75,0.83,0.6,0.692
"1902","37023",88898,16676,43.6,90821,16.2,41.4,14713,-1923,1963,13.34,-0.04,-0.01,-0.022
"1903","37025",196716,24808,37.9,178396,11.3,36.7,20159,18320,4649,23.06,0.35,0.79,0.614
"1904","37027",81805,15071,44.1,82493,15.6,41.2,12869,-688,2202,17.11,-0.01,0.3,0.176
"1905","37029",10336,1657,40.8,9965,14.1,40.1,1405,371,252,17.94,-0.29,0.37,0.106
"1906","37031",68699,15649,47.4,66415,19.2,45.7,12752,2284,2897,22.72,0.09,0.76,0.492
"1907","37033",22833,4440,45.4,23615,16.5,43.6,3896,-782,544,13.96,-0.25,0.04,-0.076
"1908","37035",156182,25875,41.2,154201,14.4,39.7,22205,1981,3670,16.53,0.21,0.25,0.234
"1909","37037",68364,15533,46.3,63896,19,44.1,12140,4468,3393,27.95,0.17,1.19,0.782
"1910","37039",27463,7523,50.8,27304,23.2,48.3,6335,159,1188,18.75,-0.15,0.43,0.198
"1911","37041",14370,3253,44.7,14825,19.7,44.7,2921,-455,332,11.37,-0.28,-0.17,-0.214
"1912","37043",10753,3096,50.7,10575,24,49.6,2538,178,558,21.99,-0.24,0.7,0.324
"1913","37045",97038,16996,41.7,97890,15.3,40.5,14977,-852,2019,13.48,-0.03,0,-0.012
"1914","37047",56589,10484,41.9,57612,15.5,40.4,8930,-1023,1554,17.4,-0.1,0.32,0.152
"1915","37049",103374,17993,36.2,102904,15.4,36.5,15847,470,2146,13.54,-0.01,0.01,0.002
"1916","37051",332766,36612,31,319329,9.6,30.9,30656,13437,5956,19.43,0.54,0.49,0.51
"1917","37053",25247,3898,42.9,23677,12.9,41,3054,1570,844,27.64,-0.2,1.16,0.616
"1918","37055",35412,6819,46,34019,15.3,43.5,5205,1393,1614,31.01,-0.09,1.44,0.828
"1919","37057",164118,27916,42.1,162628,14.6,40.4,23744,1490,4172,17.57,0.28,0.34,0.316
"1920","37059",41766,8061,44.6,41183,16.5,42.6,6795,583,1266,18.63,-0.14,0.43,0.202
"1921","37061",59350,9857,40,58510,14.2,37.4,8308,840,1549,18.64,-0.1,0.43,0.218
"1922","37063",300865,35025,35,269283,9.9,33.4,26659,31582,8366,31.38,0.89,1.47,1.238
"1923","37065",54032,9542,40.3,56253,14.6,40,8213,-2221,1329,16.18,-0.13,0.22,0.08
"1924","37067",368362,54538,38.2,351368,13.1,37.3,46029,16994,8509,18.49,0.91,0.41,0.61
"1925","37069",63866,9927,40.9,60470,12.9,39.8,7801,3396,2126,27.25,-0.02,1.13,0.67
"1926","37071",214049,32728,40.1,206291,13.4,38.8,27643,7758,5085,18.4,0.41,0.41,0.41
"1927","37073",11601,2153,45,12069,15.2,42.4,1834,-468,319,17.39,-0.28,0.32,0.08
"1928","37075",8607,1960,45,8766,19.2,42.7,1683,-159,277,16.46,-0.29,0.25,0.034
"1929","37077",58503,9181,42.5,59666,12.7,39.9,7578,-1163,1603,21.15,-0.09,0.63,0.342
"1930","37079",21059,3094,40.4,21386,12.7,38.1,2716,-327,378,13.92,-0.27,0.04,-0.084
"1931","37081",517197,73156,37.2,489576,12.4,36.4,60707,27621,12449,20.51,1.48,0.58,0.94
"1932","37083",52300,9925,42.7,54693,16.3,41.9,8915,-2393,1010,11.33,-0.18,-0.17,-0.174
"1933","37085",128753,14830,33.9,115559,10.5,33.5,12134,13194,2696,22.22,0.06,0.72,0.456
"1934","37087",59854,14194,47.5,58915,21.4,45.7,12608,939,1586,12.58,-0.1,-0.07,-0.082
"1935","37089",112156,27714,46.9,106577,22.7,45.3,24193,5579,3521,14.55,0.18,0.09,0.126
"1936","37091",24262,4419,42.4,24525,16,40.9,3924,-263,495,12.61,-0.25,-0.07,-0.142
"1937","37093",52571,4556,31.9,47368,7.1,30.8,3363,5203,1193,35.47,-0.15,1.8,1.02
"1938","37095",5507,967,42.7,5810,14.4,40,837,-303,130,15.53,-0.31,0.17,-0.022
"1939","37097",169798,25266,40.4,159614,13,39,20750,10184,4516,21.76,0.33,0.68,0.54
"1940","37099",41725,7673,37.2,39985,15.6,36.6,6238,1740,1435,23,-0.12,0.78,0.42
"1941","37101",186308,23061,37.9,169122,10.4,36.6,17589,17186,5472,31.11,0.47,1.45,1.058
"1942","37103",9776,1994,45.5,10144,18.2,44.4,1846,-368,148,8.02,-0.3,-0.44,-0.384
"1943","37105",59805,9192,37.9,57876,13.8,37.6,7987,1929,1205,15.09,-0.15,0.14,0.024
"1944","37107",57934,10749,41.9,59372,16,41,9500,-1438,1249,13.15,-0.14,-0.02,-0.068
"1945","37109",80504,13133,42.7,78052,13.5,40.8,10537,2452,2596,24.64,0.05,0.92,0.572
"1946","37111",45069,8521,43.3,44926,16.6,41.8,7458,143,1063,14.25,-0.17,0.07,-0.026
"1947","37113",34160,9392,49.3,33815,23.9,48.4,8082,345,1310,16.21,-0.14,0.23,0.082
"1948","37115",21347,4404,44.2,20727,17.9,43.6,3710,620,694,18.71,-0.23,0.43,0.166
"1949","37117",23227,4884,46,24298,17.9,44.1,4349,-1071,535,12.3,-0.25,-0.09,-0.154
"1950","37119",1034290,107167,34.9,926873,8.9,34,82492,107417,24675,29.91,3.25,1.35,2.11
"1951","37121",15155,3586,47.1,15539,20.8,45.3,3232,-384,354,10.95,-0.27,-0.2,-0.228
"1952","37123",27445,5164,42.8,27741,15.9,39.7,4411,-296,753,17.07,-0.22,0.3,0.092
"1953","37125",94191,22394,44.7,88314,22.7,45.1,20047,5877,2347,11.71,0.01,-0.14,-0.08
"1954","37127",94125,15871,41.4,95545,14,40.3,13376,-1420,2495,18.65,0.04,0.43,0.274
"1955","37129",219866,35691,38.7,203276,13.9,37.4,28255,16590,7436,26.32,0.75,1.06,0.936
"1956","37131",20426,4844,48.6,21959,20,45.4,4392,-1533,452,10.29,-0.26,-0.26,-0.26
"1957","37133",192685,16442,26,176461,7.6,25.8,13411,16224,3031,22.6,0.11,0.75,0.494
"1958","37135",141812,17381,34.2,133958,9.9,33.3,13262,7854,4119,31.06,0.27,1.44,0.972
"1959","37137",12803,3436,51,13145,22.1,48,2905,-342,531,18.28,-0.25,0.4,0.14
"1960","37139",39546,6172,38.1,40551,13.6,36.3,5515,-1005,657,11.91,-0.23,-0.13,-0.17
"1961","37141",57630,9973,42.6,52447,15.3,41.2,8024,5183,1949,24.29,-0.04,0.89,0.518
"1962","37143",13506,3483,48.9,13414,21.5,46.3,2884,92,599,20.77,-0.24,0.6,0.264
"1963","37145",39240,7038,43,39322,15.2,41.5,5977,-82,1061,17.75,-0.17,0.35,0.142
"1964","37147",176484,21106,32,167951,10.1,30.9,16963,8533,4143,24.42,0.27,0.9,0.648
"1965","37149",20434,5780,52.1,20386,24.8,49.5,5056,48,724,14.32,-0.22,0.07,-0.046
"1966","37151",142827,23617,41.5,141568,14.1,39.6,19961,1259,3656,18.32,0.2,0.4,0.32
"1967","37153",45447,7598,40.2,46608,14.4,38.9,6712,-1161,886,13.2,-0.2,-0.02,-0.092
"1968","37155",134187,18407,35.9,133920,11.4,34.3,15267,267,3140,20.57,0.13,0.58,0.4
"1969","37157",91566,17306,44.4,93264,16.4,42.2,15295,-1698,2011,13.15,-0.03,-0.02,-0.024
"1970","37159",138940,22800,40.1,138189,14.6,39.1,20176,751,2624,13.01,0.05,-0.04,-0.004
"1971","37161",66523,13350,44.5,67446,17.4,42.1,11736,-923,1614,13.75,-0.09,0.03,-0.018
"1972","37163",63664,10420,40.2,63408,14.3,38.2,9067,256,1353,14.92,-0.13,0.12,0.02
"1973","37165",35445,5759,39.3,36266,13.8,37.8,5005,-821,754,15.06,-0.22,0.13,-0.01
"1974","37167",60875,10970,42.4,60489,15.7,40.5,9497,386,1473,15.51,-0.11,0.17,0.058
"1975","37169",46124,8922,45.3,47224,16.1,42.5,7603,-1100,1319,17.35,-0.13,0.32,0.14
"1976","37171",72315,13855,43.4,73551,16.7,41.1,12283,-1236,1572,12.8,-0.1,-0.05,-0.07
"1977","37173",14208,2700,41.1,13995,16.8,40.9,2351,213,349,14.84,-0.28,0.11,-0.046
"1978","37175",33291,9513,50.6,32825,26.3,49.4,8633,466,880,10.19,-0.2,-0.27,-0.242
"1979","37177",4090,901,47.1,4367,16.6,44.2,725,-277,176,24.28,-0.3,0.89,0.414
"1980","37179",222095,25912,38,201617,9.8,36.3,19758,20478,6154,31.15,0.57,1.45,1.098
"1981","37181",44420,7484,40.6,45183,14.1,38.4,6371,-763,1113,17.47,-0.16,0.33,0.134
"1982","37183",1023811,107751,35.8,905573,8.6,34.5,77879,118238,29872,38.36,4,2.04,2.824
"1983","37185",20190,4618,47.2,20860,19.3,45.1,4026,-670,592,14.7,-0.24,0.1,-0.036
"1984","37187",12331,2710,43.5,13085,18.4,43.6,2408,-754,302,12.54,-0.28,-0.07,-0.154
"1985","37189",53421,7923,30.6,51103,12.4,28.1,6337,2318,1586,25.03,-0.1,0.95,0.53
"1986","37191",124496,18736,37.3,122419,13,36.7,15914,2077,2822,17.73,0.08,0.35,0.242
"1987","37193",68525,13695,44.1,69265,17.2,42.4,11914,-740,1781,14.95,-0.07,0.12,0.044
"1988","37195",81379,13471,40.4,81020,14.4,38.8,11667,359,1804,15.46,-0.06,0.17,0.078
"1989","37197",37825,7076,43.5,38254,16.3,41.8,6235,-429,841,13.49,-0.2,0,-0.08
"1990","37199",17605,4247,46.8,17814,20.7,45.3,3687,-209,560,15.19,-0.24,0.14,-0.012
"1991","38001",2368,543,45.3,2325,24.9,50.2,579,43,-36,-6.22,-0.33,-1.61,-1.098
"1992","38003",10971,2268,44.5,11047,19.7,44,2176,-76,92,4.23,-0.31,-0.75,-0.574
"1993","38005",6875,882,30.7,6677,12.8,32,855,198,27,3.16,-0.32,-0.84,-0.632
"1994","38007",983,180,44.4,838,18.3,49.3,153,145,27,17.65,-0.32,0.34,0.076
"1995","38009",6651,1462,45.2,6449,21.1,47.4,1361,202,101,7.42,-0.31,-0.49,-0.418
